Neighborhood,Municipality,Year,Age,Gender,StrugglingMakeEnds,ReceivesSupportFromOthers,VolunteerWork,Caregiver,FragileHealthSocialDomain,HighRiskAnxietyDisorderOrDepression,LowResilience,ModerateControlOverMyOwnLife,VeryMuchStressLast4Weeks,SuicideThoughtsLast12Months,GoodExperiencedHealth,MovementImpairment,HearingImpairment,WeeklyExercising,Lonely_25,SeverelyLonely_26,EmotionallyLonely_27,SociallyLonely_28
CS-kwartier,Rotterdam,2018,55-64,Male,17.5,10.8,34.3,22.4,18.4,9.4,13.9,63.3,20.5,2.0,65.9,19.6,13.4,52.2,58.9,16.1,29.0,32.6
CS-kwartier,Rotterdam,2018,55-64,Female,17.5,12.8,31.3,25.6,20.0,11.6,14.8,62.1,21.0,2.4,64.5,21.8,12.8,49.5,62.0,13.2,33.8,36.5
CS-kwartier,Rotterdam,2019,55-64,Male,17.2,10.7,34.8,22.7,18.8,9.6,13.2,64.0,19.6,1.9,65.9,20.1,13.7,51.9,58.9,11.7,28.2,34.5
CS-kwartier,Rotterdam,2019,55-64,Female,17.7,12.9,31.7,26.1,19.2,12.3,14.4,61.9,21.6,2.3,64.8,22.1,12.8,49.1,62.0,12.0,34.7,37.0
CS-kwartier,Rotterdam,2020,55-64,Male,17.1,11.0,34.7,23.1,18.4,9.3,13.4,63.2,19.9,2.5,65.9,19.8,13.2,52.3,57.7,11.3,28.0,31.0
CS-kwartier,Rotterdam,2020,55-64,Female,17.2,12.8,31.5,25.3,19.8,11.7,14.0,62.5,21.6,2.6,64.7,21.6,12.7,49.4,62.0,14.9,31.6,35.7
CS-kwartier,Rotterdam,2021,55-64,Male,16.7,10.6,35.0,22.5,18.3,9.4,13.1,63.6,19.9,1.8,66.1,19.7,12.7,52.0,59.1,12.6,28.0,34.3
CS-kwartier,Rotterdam,2021,55-64,Female,18.0,12.6,31.1,25.5,19.7,12.2,14.6,62.4,21.1,2.4,64.7,21.7,12.8,49.3,62.0,12.1,33.9,35.3
CS-kwartier,Rotterdam,2022,55-64,Male,16.7,10.5,34.6,22.6,18.6,9.7,13.7,63.5,20.5,1.9,65.3,20.4,13.7,52.1,60.8,14.3,31.5,33.2
CS-kwartier,Rotterdam,2022,55-64,Female,17.5,13.1,31.4,25.2,19.5,11.9,14.6,62.3,21.6,2.4,64.6,21.6,12.9,49.1,62.0,16.1,34.4,36.1
Nieuwe Werk,Rotterdam,2018,18-24,Male,17.1,12.9,31.4,13.8,10.3,13.6,15.9,64.3,25.4,3.8,78.5,2.1,1.4,61.6,61.8,12.8,36.0,34.9
Nieuwe Werk,Rotterdam,2018,18-24,Female,18.2,14.8,28.6,16.4,11.5,15.3,17.3,64.1,26.6,4.4,77.3,3.6,1.4,59.1,62.0,14.3,38.0,37.6
Nieuwe Werk,Rotterdam,2019,18-24,Male,17.2,12.9,31.1,13.5,10.4,12.9,15.1,65.0,24.8,3.5,79.2,1.9,2.1,61.5,62.0,13.8,35.2,34.9
Nieuwe Werk,Rotterdam,2019,18-24,Female,18.1,14.6,28.7,16.0,11.5,14.6,16.6,64.3,26.5,3.6,77.5,4.1,1.2,58.2,62.0,17.3,35.5,37.1
Nieuwe Werk,Rotterdam,2020,18-24,Male,16.5,12.5,31.0,13.8,10.2,13.1,15.3,64.8,25.4,4.0,79.1,2.5,1.3,62.1,61.3,14.8,34.0,36.3
Nieuwe Werk,Rotterdam,2020,18-24,Female,18.2,15.4,28.2,16.5,12.0,15.2,16.6,64.0,26.7,3.7,77.4,3.9,1.1,59.0,62.0,15.4,38.1,35.6
Nieuwe Werk,Rotterdam,2021,18-24,Male,16.8,12.9,31.5,13.4,10.4,13.2,15.9,64.8,25.0,3.8,78.5,2.2,1.6,61.9,59.8,15.5,33.3,33.4
Nieuwe Werk,Rotterdam,2021,18-24,Female,17.9,14.6,28.1,16.7,11.7,15.3,16.7,63.6,26.7,3.6,77.8,3.4,1.4,58.6,62.0,11.8,36.3,37.9
Nieuwe Werk,Rotterdam,2022,18-24,Male,17.3,12.7,31.2,13.8,10.2,13.3,15.6,64.5,24.5,3.5,78.9,2.2,1.3,62.0,62.0,12.3,34.1,35.0
Nieuwe Werk,Rotterdam,2022,18-24,Female,17.5,15.1,28.6,16.0,11.5,14.8,17.2,63.6,26.9,4.2,77.3,3.8,2.1,58.4,62.0,11.0,38.0,35.4
Nieuwe Werk,Rotterdam,2018,25-34,Male,16.4,11.8,33.8,17.5,10.3,11.6,13.8,67.2,24.1,2.9,77.7,4.8,2.4,59.9,53.5,13.7,27.0,28.8
Nieuwe Werk,Rotterdam,2018,25-34,Female,16.9,13.4,31.1,19.7,11.0,14.1,14.7,66.4,26.4,2.5,77.1,6.6,1.7,57.3,59.9,10.7,34.5,34.4
Nieuwe Werk,Rotterdam,2019,25-34,Male,16.4,11.5,33.5,17.6,10.6,11.9,13.5,67.9,24.0,3.0,78.0,4.9,1.9,59.9,56.7,12.7,28.3,33.5
Nieuwe Werk,Rotterdam,2019,25-34,Female,17.4,13.5,30.5,19.4,10.9,13.4,14.7,67.2,25.8,2.5,76.5,6.5,1.5,57.2,57.9,12.1,33.4,35.0
Nieuwe Werk,Rotterdam,2020,25-34,Male,16.4,11.8,33.7,17.1,10.3,11.7,14.2,67.3,24.6,2.1,78.0,4.6,2.3,59.6,54.3,13.6,27.8,31.5
Nieuwe Werk,Rotterdam,2020,25-34,Female,17.7,13.8,30.8,19.2,10.6,13.5,14.2,66.9,25.8,3.0,77.0,5.9,1.7,56.8,57.4,11.7,30.9,31.9
Nieuwe Werk,Rotterdam,2021,25-34,Male,16.0,11.7,33.4,17.0,10.0,11.8,13.9,67.3,23.7,2.5,77.9,4.5,2.2,59.9,53.3,11.0,27.7,30.1
Nieuwe Werk,Rotterdam,2021,25-34,Female,17.3,13.3,30.9,19.1,11.2,13.3,14.8,66.7,26.1,3.1,76.9,6.5,1.0,57.1,59.0,15.7,31.2,34.3
Nieuwe Werk,Rotterdam,2022,25-34,Male,16.1,11.1,33.7,17.5,10.1,11.6,14.0,67.9,24.2,2.4,77.5,4.5,1.5,60.2,55.3,15.4,27.8,30.4
Nieuwe Werk,Rotterdam,2022,25-34,Female,17.9,13.9,30.6,19.4,10.6,14.0,14.9,67.1,26.6,2.8,76.7,6.1,0.8,56.8,59.8,13.3,34.3,33.3
Nieuwe Werk,Rotterdam,2018,35-44,Male,15.6,10.0,36.2,21.4,11.8,9.7,12.6,67.8,22.5,1.7,75.2,7.5,4.5,58.1,49.7,10.7,25.5,28.6
Nieuwe Werk,Rotterdam,2018,35-44,Female,15.5,12.7,33.9,24.5,12.6,12.2,14.4,67.1,23.6,2.1,73.1,9.0,3.7,54.7,52.5,9.6,29.1,27.8
Nieuwe Werk,Rotterdam,2019,35-44,Male,15.3,10.2,36.2,21.6,11.3,9.5,13.5,67.6,22.1,2.5,74.7,7.5,4.4,58.5,49.5,13.0,24.5,28.0
Nieuwe Werk,Rotterdam,2019,35-44,Female,14.8,12.0,34.1,24.6,12.9,11.9,14.7,66.5,23.3,2.5,73.6,8.9,3.4,54.6,54.6,12.1,28.7,31.7
Nieuwe Werk,Rotterdam,2020,35-44,Male,15.0,10.5,36.2,21.5,11.1,9.8,12.8,68.1,22.1,1.9,75.0,7.7,3.6,57.8,48.5,12.6,23.6,26.9
Nieuwe Werk,Rotterdam,2020,35-44,Female,14.7,12.3,34.0,24.4,12.2,11.4,14.4,66.5,24.1,3.0,73.4,9.0,4.0,54.6,53.3,12.6,29.2,30.8
Nieuwe Werk,Rotterdam,2021,35-44,Male,15.3,10.3,36.5,21.2,11.1,10.1,13.4,68.2,21.8,1.8,74.5,8.0,4.0,58.4,50.6,9.2,26.6,27.7
Nieuwe Werk,Rotterdam,2021,35-44,Female,15.2,12.3,34.6,24.1,12.7,11.4,14.3,66.9,24.0,3.0,73.9,8.2,3.8,55.4,52.9,13.3,27.2,28.8
Nieuwe Werk,Rotterdam,2022,35-44,Male,15.8,10.0,36.8,21.8,11.2,10.2,13.3,68.1,22.6,1.6,74.9,7.3,3.9,58.4,49.7,9.0,23.6,27.9
Nieuwe Werk,Rotterdam,2022,35-44,Female,15.0,12.6,34.5,24.7,12.1,12.3,14.3,66.3,24.2,2.7,73.9,8.2,4.2,54.9,52.9,11.9,27.9,29.0
Nieuwe Werk,Rotterdam,2018,45-54,Male,14.7,10.4,38.0,24.1,13.8,8.8,12.1,68.3,20.4,2.3,72.0,11.9,8.3,56.4,51.7,10.6,23.2,27.3
Nieuwe Werk,Rotterdam,2018,45-54,Female,16.2,12.6,35.5,26.2,15.1,10.7,13.7,66.6,21.4,3.0,71.4,13.4,7.8,53.3,57.7,13.1,29.4,29.9
Nieuwe Werk,Rotterdam,2019,45-54,Male,14.5,10.5,38.1,24.1,14.1,8.7,12.5,67.7,20.6,2.3,72.6,12.4,7.6,56.8,51.6,13.6,25.7,25.7
Nieuwe Werk,Rotterdam,2019,45-54,Female,16.1,12.3,35.5,26.7,15.6,10.9,13.4,66.6,21.5,2.3,71.0,13.7,8.5,53.6,56.7,13.1,30.2,31.5
Nieuwe Werk,Rotterdam,2020,45-54,Male,15.3,10.4,38.3,24.1,13.8,9.4,12.0,68.1,20.5,2.1,72.5,12.3,8.4,56.6,53.7,14.2,25.2,29.5
Nieuwe Werk,Rotterdam,2020,45-54,Female,16.4,12.7,35.6,26.9,15.6,11.0,13.5,66.3,22.0,3.0,71.4,13.4,8.2,53.4,55.0,12.9,27.7,28.9
Nieuwe Werk,Rotterdam,2021,45-54,Male,15.0,10.6,38.0,23.7,13.8,8.9,12.3,67.9,20.4,2.1,72.0,12.0,7.8,56.1,50.7,9.0,23.5,25.4
Nieuwe Werk,Rotterdam,2021,45-54,Female,15.7,12.2,35.5,26.6,15.7,11.1,13.8,66.8,21.5,2.1,71.3,13.1,8.1,53.2,54.6,14.4,28.9,29.7
Nieuwe Werk,Rotterdam,2022,45-54,Male,14.9,10.7,38.2,23.7,13.6,8.6,12.5,67.5,20.5,2.1,72.5,12.5,7.6,56.1,53.5,11.7,24.7,29.0
Nieuwe Werk,Rotterdam,2022,45-54,Female,15.6,13.1,35.2,26.6,15.8,11.2,13.4,66.3,21.9,2.9,71.0,13.6,8.4,53.5,54.8,10.9,28.3,28.8
Nieuwe Werk,Rotterdam,2018,55-64,Male,14.6,9.9,38.0,23.9,16.9,8.2,11.8,66.1,18.8,1.6,69.4,17.2,11.3,55.1,55.7,14.2,27.1,28.6
Nieuwe Werk,Rotterdam,2018,55-64,Female,13.7,12.5,36.3,26.7,16.8,10.2,12.9,64.8,20.3,2.1,67.4,19.0,11.7,52.0,60.8,11.4,31.0,33.4
Nieuwe Werk,Rotterdam,2019,55-64,Male,14.4,9.9,38.8,23.5,16.1,7.5,12.2,66.1,18.5,2.3,68.4,17.0,11.5,55.1,55.7,9.8,25.2,29.5
Nieuwe Werk,Rotterdam,2019,55-64,Female,14.4,12.2,36.6,26.4,17.3,9.6,13.3,65.1,19.6,1.8,67.2,18.7,11.6,52.4,58.7,12.5,30.0,31.9
Nieuwe Werk,Rotterdam,2020,55-64,Male,14.5,10.2,38.4,23.5,16.3,8.0,11.9,66.2,18.2,2.1,69.3,17.4,11.6,54.9,57.7,13.8,27.8,30.5
Nieuwe Werk,Rotterdam,2020,55-64,Female,13.9,12.9,36.5,26.9,17.3,9.9,13.6,64.9,19.8,1.9,68.0,19.4,11.7,52.3,58.6,11.6,28.2,31.3
Nieuwe Werk,Rotterdam,2021,55-64,Male,14.2,10.1,38.5,23.6,16.1,8.1,11.5,66.7,18.7,1.4,68.7,17.6,12.1,55.4,55.4,10.7,25.9,30.0
Nieuwe Werk,Rotterdam,2021,55-64,Female,14.1,12.5,36.3,26.7,17.3,9.5,13.6,65.0,19.9,2.4,67.6,19.2,11.5,52.1,58.1,14.6,28.5,30.6
Nieuwe Werk,Rotterdam,2022,55-64,Male,14.5,10.1,38.0,23.9,16.0,7.9,12.2,65.8,18.3,1.7,68.8,17.0,12.1,54.6,56.6,11.7,24.9,30.3
Nieuwe Werk,Rotterdam,2022,55-64,Female,14.0,12.4,36.2,27.1,17.4,9.9,12.8,64.6,19.6,2.6,67.8,19.5,11.9,51.9,59.3,14.3,29.3,30.2
Dijkzigt,Rotterdam,2018,18-24,Male,17.0,12.9,27.8,13.2,11.4,13.9,15.7,61.7,25.1,3.2,76.1,2.6,1.8,59.5,62.0,13.4,35.9,37.7
Dijkzigt,Rotterdam,2018,18-24,Female,17.5,14.8,25.4,16.0,12.3,16.0,16.9,61.4,26.5,4.6,74.9,4.3,1.6,55.2,62.0,11.9,37.4,38.3
Dijkzigt,Rotterdam,2019,18-24,Male,16.8,12.4,28.2,13.7,11.3,14.1,15.8,62.3,25.6,3.8,75.7,2.3,2.4,58.7,62.0,13.3,35.4,39.4
Dijkzigt,Rotterdam,2019,18-24,Female,17.4,14.5,25.5,15.8,11.9,15.6,17.7,60.7,26.9,4.0,75.0,3.9,1.5,55.4,62.0,13.2,38.6,38.1
Dijkzigt,Rotterdam,2020,18-24,Male,17.1,12.8,28.1,13.6,10.9,13.6,16.1,62.5,25.3,3.9,75.7,2.4,2.0,59.2,62.0,14.0,35.5,39.3
Dijkzigt,Rotterdam,2020,18-24,Female,17.7,14.5,25.4,15.9,12.2,16.1,17.4,61.2,27.2,4.4,74.8,4.6,1.9,56.1,62.0,13.5,38.7,38.6
Dijkzigt,Rotterdam,2021,18-24,Male,17.2,12.2,27.4,13.4,11.2,14.2,16.2,61.6,25.4,3.7,75.6,2.4,2.2,59.0,62.0,16.6,35.4,39.0
Dijkzigt,Rotterdam,2021,18-24,Female,17.5,14.4,25.8,15.7,12.8,15.5,17.1,61.2,27.4,4.0,74.7,3.7,2.0,55.4,62.0,17.1,36.3,38.6
Dijkzigt,Rotterdam,2022,18-24,Male,16.9,13.0,27.8,13.3,11.3,14.2,16.6,62.1,25.2,3.8,76.1,2.3,2.7,58.6,62.0,13.3,35.6,39.4
Dijkzigt,Rotterdam,2022,18-24,Female,17.4,15.0,25.2,15.5,12.8,15.8,17.0,61.0,27.4,4.5,74.7,4.2,1.8,55.3,62.0,17.8,37.0,38.0
Dijkzigt,Rotterdam,2018,25-34,Male,16.2,11.7,29.9,16.7,10.5,12.6,14.7,64.5,24.5,3.9,74.0,4.6,3.1,56.4,56.8,15.0,31.4,33.5
Dijkzigt,Rotterdam,2018,25-34,Female,16.2,14.2,27.6,18.4,12.2,14.2,16.4,62.4,26.6,3.3,73.4,6.4,2.8,53.8,60.1,12.8,34.4,37.6
Dijkzigt,Rotterdam,2019,25-34,Male,16.5,11.4,30.1,16.4,10.8,11.9,15.1,63.9,24.5,3.0,74.2,4.9,2.9,57.0,55.7,14.8,29.0,34.1
Dijkzigt,Rotterdam,2019,25-34,Female,16.5,15.1,27.9,18.7,12.3,13.6,16.6,62.8,26.8,3.4,73.3,6.0,2.6,53.3,62.0,18.0,36.6,38.7
Dijkzigt,Rotterdam,2020,25-34,Male,16.9,11.6,29.9,16.3,10.5,12.3,14.8,63.7,24.8,3.8,74.1,4.5,2.8,57.2,57.1,11.7,31.3,34.4
Dijkzigt,Rotterdam,2020,25-34,Female,16.4,14.9,27.7,18.5,11.8,14.1,15.9,62.8,26.2,3.4,73.4,6.1,2.7,54.2,62.0,15.2,35.3,38.4
Dijkzigt,Rotterdam,2021,25-34,Male,16.3,11.6,30.3,16.6,11.2,12.5,14.9,64.4,24.8,3.0,73.9,4.7,2.9,56.4,58.2,13.3,32.5,35.8
Dijkzigt,Rotterdam,2021,25-34,Female,16.2,14.9,28.1,18.1,11.8,14.2,16.6,62.5,27.0,4.1,73.8,6.7,2.4,53.8,60.7,14.7,35.9,35.1
Dijkzigt,Rotterdam,2022,25-34,Male,16.8,12.2,30.5,16.0,11.1,11.7,15.1,64.0,24.4,3.2,74.3,4.1,2.6,56.6,57.2,11.9,29.4,34.1
Dijkzigt,Rotterdam,2022,25-34,Female,16.0,14.2,27.6,18.0,11.6,13.5,16.3,63.2,26.9,3.4,73.2,6.0,2.5,53.4,60.6,17.2,36.1,37.8
Dijkzigt,Rotterdam,2018,35-44,Male,16.3,10.5,33.7,20.8,12.8,10.7,13.8,65.6,23.0,2.9,71.2,7.8,4.4,55.2,50.9,11.3,27.2,28.7
Dijkzigt,Rotterdam,2018,35-44,Female,17.1,13.6,30.2,23.3,12.8,12.1,14.9,65.0,23.4,3.0,70.3,9.2,4.5,52.4,55.3,10.2,29.5,31.4
Dijkzigt,Rotterdam,2019,35-44,Male,16.6,10.7,33.8,20.4,12.6,10.9,14.0,65.4,23.2,2.7,72.0,7.9,4.3,55.1,53.9,14.3,26.9,30.4
Dijkzigt,Rotterdam,2019,35-44,Female,16.6,14.1,30.8,23.1,13.5,12.4,14.5,64.2,23.8,2.9,69.8,9.0,4.3,52.5,55.3,11.4,29.6,32.8
Dijkzigt,Rotterdam,2020,35-44,Male,15.7,10.6,33.6,20.4,12.1,10.5,14.4,65.5,23.3,3.2,71.4,7.8,4.3,55.1,50.4,12.7,26.1,29.6
Dijkzigt,Rotterdam,2020,35-44,Female,17.2,14.1,30.9,23.3,13.3,12.3,15.0,64.8,23.7,3.0,70.4,8.4,5.0,52.6,55.1,10.1,29.3,30.5
Dijkzigt,Rotterdam,2021,35-44,Male,16.0,10.4,33.4,20.4,12.1,10.9,14.2,65.9,23.1,2.3,71.2,7.7,4.4,55.5,54.0,14.5,28.1,31.0
Dijkzigt,Rotterdam,2021,35-44,Female,16.8,13.8,30.2,22.7,13.0,11.9,14.8,64.3,24.0,2.9,69.9,8.4,4.8,52.8,55.0,9.4,30.9,33.0
Dijkzigt,Rotterdam,2022,35-44,Male,15.9,10.6,33.2,20.5,12.4,10.9,13.7,65.4,23.2,2.9,71.6,7.6,4.7,55.0,50.4,12.7,27.3,28.6
Dijkzigt,Rotterdam,2022,35-44,Female,17.3,14.2,30.4,22.7,13.6,12.6,15.3,64.5,23.6,3.5,69.8,8.5,4.7,52.7,56.7,15.2,32.6,31.8
Dijkzigt,Rotterdam,2018,45-54,Male,15.0,10.1,34.8,23.3,15.4,9.3,13.1,64.4,21.4,2.3,69.1,13.5,8.4,53.6,52.6,9.5,25.7,29.9
Dijkzigt,Rotterdam,2018,45-54,Female,16.2,13.2,32.7,26.2,15.3,12.0,13.7,63.9,23.3,2.2,68.5,14.4,7.6,50.6,59.0,15.5,31.1,33.2
Dijkzigt,Rotterdam,2019,45-54,Male,14.8,10.3,34.1,22.9,15.5,9.2,12.8,64.9,20.7,1.5,68.9,13.0,8.5,53.7,53.3,12.9,27.2,29.7
Dijkzigt,Rotterdam,2019,45-54,Female,16.9,13.0,32.8,26.2,16.0,11.7,14.1,63.4,23.0,2.8,68.7,15.1,7.7,51.2,57.7,11.8,31.7,32.6
Dijkzigt,Rotterdam,2020,45-54,Male,15.3,10.1,34.9,23.4,15.4,8.8,12.4,64.5,21.2,1.9,69.6,12.9,8.0,53.0,53.9,9.7,27.1,30.0
Dijkzigt,Rotterdam,2020,45-54,Female,16.6,12.9,32.3,25.9,15.3,11.7,13.7,63.7,23.3,2.1,67.9,14.2,8.0,50.8,59.6,16.1,29.9,34.3
Dijkzigt,Rotterdam,2021,45-54,Male,14.9,9.8,34.7,23.1,14.9,8.8,12.7,64.1,21.3,2.3,68.8,12.7,7.8,52.9,55.2,11.9,26.4,31.2
Dijkzigt,Rotterdam,2021,45-54,Female,17.0,13.5,32.8,26.4,15.5,11.5,13.7,63.3,22.8,2.2,67.9,14.2,7.9,50.7,56.4,14.8,28.2,31.2
Dijkzigt,Rotterdam,2022,45-54,Male,14.9,9.9,34.9,22.7,15.4,9.6,13.0,64.3,20.9,1.7,69.2,12.9,8.4,53.7,52.5,12.2,26.5,31.1
Dijkzigt,Rotterdam,2022,45-54,Female,16.4,13.2,32.5,26.2,16.0,11.3,14.2,63.7,22.5,2.6,68.3,14.5,8.0,50.3,58.2,13.4,29.8,33.9
Dijkzigt,Rotterdam,2018,55-64,Male,15.1,9.4,34.4,22.5,16.7,7.9,12.3,63.5,18.9,2.0,66.2,17.5,11.9,52.0,58.7,13.5,28.4,35.5
Dijkzigt,Rotterdam,2018,55-64,Female,16.8,13.2,32.6,25.1,18.6,10.0,13.7,62.0,20.0,2.0,64.1,19.2,12.0,49.6,61.0,11.0,29.5,35.9
Dijkzigt,Rotterdam,2019,55-64,Male,15.2,9.6,34.6,22.9,17.4,8.0,12.9,63.1,19.0,1.8,65.5,17.9,12.0,51.9,56.9,16.0,26.0,34.2
Dijkzigt,Rotterdam,2019,55-64,Female,16.4,13.2,31.8,25.0,18.1,9.3,13.5,62.3,20.0,2.3,64.2,19.0,12.0,49.0,62.0,13.7,31.3,34.5
Dijkzigt,Rotterdam,2020,55-64,Male,15.3,9.4,34.6,22.4,17.2,8.4,13.1,63.1,18.0,1.4,66.3,18.1,11.9,52.2,57.3,10.8,28.6,33.6
Dijkzigt,Rotterdam,2020,55-64,Female,16.9,13.3,31.7,25.7,18.2,9.3,13.7,62.0,20.4,1.5,65.0,19.5,11.9,49.2,60.9,16.9,29.8,34.5
Dijkzigt,Rotterdam,2021,55-64,Male,15.1,10.1,34.6,22.8,17.0,8.3,13.0,63.3,18.6,1.4,66.2,17.8,11.5,52.3,57.6,13.9,27.1,32.5
Dijkzigt,Rotterdam,2021,55-64,Female,16.7,13.2,31.9,25.8,18.7,9.3,13.6,62.6,20.1,1.7,64.1,18.7,11.4,48.8,61.7,12.1,29.3,33.9
Dijkzigt,Rotterdam,2022,55-64,Male,14.9,9.5,34.9,23.2,17.6,7.7,12.4,63.6,18.5,1.5,66.3,18.0,11.8,52.1,56.5,11.9,27.6,32.7
Dijkzigt,Rotterdam,2022,55-64,Female,16.2,12.6,31.8,25.7,18.0,9.5,13.2,62.8,19.9,1.6,64.4,19.3,11.9,49.3,60.8,16.8,30.0,34.8
Scheepvaartkwartier,Rotterdam,2018,18-24,Male,16.4,13.3,30.3,13.7,11.0,13.1,15.4,62.7,24.8,4.2,77.3,3.2,1.7,60.6,62.0,13.7,35.8,35.9
Scheepvaartkwartier,Rotterdam,2018,18-24,Female,17.8,15.5,27.1,15.6,11.3,14.8,16.4,62.1,26.4,4.1,77.0,4.5,1.4,57.8,62.0,14.2,36.6,38.0
Scheepvaartkwartier,Rotterdam,2019,18-24,Male,16.5,12.5,29.6,14.2,11.3,13.4,15.7,63.6,24.6,3.5,77.4,3.1,1.4,60.7,61.3,12.0,33.2,36.3
Scheepvaartkwartier,Rotterdam,2019,18-24,Female,18.5,14.9,27.3,16.2,12.0,14.6,16.3,62.4,26.5,4.5,76.8,4.3,1.5,57.5,62.0,13.0,35.6,37.4
Scheepvaartkwartier,Rotterdam,2020,18-24,Male,16.9,12.5,30.3,13.8,11.3,13.6,15.9,62.9,24.9,3.7,77.7,2.6,1.4,60.6,62.0,17.8,36.3,37.5
Scheepvaartkwartier,Rotterdam,2020,18-24,Female,18.2,15.0,26.9,15.7,11.9,14.8,16.6,62.2,26.4,3.7,76.2,5.0,0.7,57.9,62.0,11.4,35.1,37.5
Scheepvaartkwartier,Rotterdam,2021,18-24,Male,16.6,12.5,30.2,13.3,11.1,13.4,15.9,63.0,24.7,3.9,77.7,2.4,1.5,61.0,62.0,15.4,34.8,36.0
Scheepvaartkwartier,Rotterdam,2021,18-24,Female,17.9,14.8,27.1,15.4,11.4,15.2,16.4,62.1,25.8,4.3,76.9,4.7,0.6,57.4,62.0,14.1,37.3,39.1
Scheepvaartkwartier,Rotterdam,2022,18-24,Male,16.9,12.7,30.3,13.8,10.5,13.6,15.4,63.4,24.4,3.3,77.6,2.8,1.6,60.7,62.0,16.6,35.6,36.3
Scheepvaartkwartier,Rotterdam,2022,18-24,Female,18.2,15.1,26.8,15.4,11.9,14.9,17.1,62.3,26.5,3.6,76.3,4.1,0.8,57.8,62.0,12.3,36.2,37.1
Scheepvaartkwartier,Rotterdam,2018,25-34,Male,15.7,11.4,31.6,16.3,9.9,11.4,14.6,65.5,23.9,2.4,74.9,4.1,2.4,58.2,53.6,9.9,26.8,31.9
Scheepvaartkwartier,Rotterdam,2018,25-34,Female,16.3,13.3,28.8,19.0,11.2,13.5,14.9,64.6,25.0,3.6,74.2,6.1,2.6,56.0,59.5,13.0,33.5,37.1
Scheepvaartkwartier,Rotterdam,2019,25-34,Male,15.6,10.7,31.4,16.5,10.3,11.7,14.0,65.5,24.2,2.3,74.8,4.5,2.1,58.1,55.5,10.4,28.0,32.5
Scheepvaartkwartier,Rotterdam,2019,25-34,Female,15.6,13.1,28.2,19.0,10.6,13.3,14.5,64.4,24.8,3.1,73.3,6.4,2.7,56.1,59.3,16.5,33.5,35.6
Scheepvaartkwartier,Rotterdam,2020,25-34,Male,15.4,10.6,30.9,16.2,10.0,11.3,14.4,65.4,24.3,2.8,75.5,4.6,2.2,58.6,54.8,11.1,29.7,34.8
Scheepvaartkwartier,Rotterdam,2020,25-34,Female,16.1,13.7,29.0,18.2,10.9,13.4,14.3,64.7,24.8,2.9,73.9,6.4,2.4,56.0,56.8,12.3,30.3,34.5
Scheepvaartkwartier,Rotterdam,2021,25-34,Male,15.4,11.1,30.8,16.8,9.7,11.6,13.9,66.0,23.9,2.5,75.5,4.4,2.4,58.5,53.3,12.2,26.6,33.2
Scheepvaartkwartier,Rotterdam,2021,25-34,Female,16.4,13.3,28.2,18.3,10.9,13.8,15.0,64.6,25.5,3.1,73.4,6.1,2.8,55.3,58.5,15.5,31.5,36.1
Scheepvaartkwartier,Rotterdam,2022,25-34,Male,16.0,11.0,30.8,16.6,10.4,12.2,13.8,65.9,24.3,2.6,75.5,3.9,2.7,58.0,56.0,16.2,30.9,32.7
Scheepvaartkwartier,Rotterdam,2022,25-34,Female,16.3,13.7,29.0,18.2,10.4,13.9,14.9,65.0,25.3,3.1,73.9,6.6,2.3,55.8,58.6,12.6,34.3,35.2
Scheepvaartkwartier,Rotterdam,2018,35-44,Male,15.4,10.2,34.8,21.4,11.9,9.9,13.6,66.3,22.6,2.1,73.8,7.6,4.2,56.6,52.5,10.7,25.5,30.4
Scheepvaartkwartier,Rotterdam,2018,35-44,Female,16.6,12.3,32.4,24.4,13.3,12.1,14.5,65.4,24.6,2.5,73.3,8.8,3.5,53.7,56.7,11.5,31.2,33.8
Scheepvaartkwartier,Rotterdam,2019,35-44,Male,15.9,9.9,35.2,21.7,12.3,9.3,12.9,65.8,23.0,1.9,74.0,7.4,4.5,56.8,49.6,11.8,24.7,28.6
Scheepvaartkwartier,Rotterdam,2019,35-44,Female,16.2,12.4,32.9,24.1,13.5,12.2,13.8,65.0,24.4,2.9,73.0,9.0,4.1,53.8,53.8,14.8,29.1,31.1
Scheepvaartkwartier,Rotterdam,2020,35-44,Male,15.2,10.1,35.1,21.8,12.2,9.9,13.4,66.4,22.4,2.4,73.8,7.2,4.5,56.9,49.1,10.0,23.4,27.2
Scheepvaartkwartier,Rotterdam,2020,35-44,Female,17.0,12.5,32.6,23.7,12.9,11.6,14.5,65.1,24.3,2.3,73.4,8.5,4.4,53.7,55.0,11.7,30.0,32.6
Scheepvaartkwartier,Rotterdam,2021,35-44,Male,16.0,9.7,34.5,21.2,12.1,10.2,13.0,66.5,22.2,1.8,73.4,7.0,4.2,57.0,49.0,8.7,24.2,27.8
Scheepvaartkwartier,Rotterdam,2021,35-44,Female,16.5,12.8,32.6,24.2,13.1,11.5,14.2,65.1,24.5,2.3,72.8,9.5,3.5,53.6,53.1,9.4,27.0,31.1
Scheepvaartkwartier,Rotterdam,2022,35-44,Male,15.4,10.4,34.9,21.4,11.4,9.7,13.7,65.9,22.5,1.8,73.3,7.7,4.0,56.4,52.2,9.6,26.0,28.0
